h3_index,lat,lon,CSV_ADMI_CD,ADM_NM,GU_NM,Ds_v3,Hr,Fp,Cc,Ec,Od_v2,score_airspace,score_obstacle,score_noise,score_terrain,score_weather,score_construction,score_protected,Ra,composite_v3,zone,demand_grade,is_hub_v3,hub_rank_v3,is_hub_v2
8930e15209bffff,37.433,127.1434,41133510,성남동,중원구,0.6301,1.0,0.3908,0.4586,0.3014,1.0,0.0,0.475,0.6966,1.0,0.8,0.34,0.6,0.4414,0.0662,일반,A-최우선,0,0.0,0
8930e15342bffff,37.3904,127.1189,41135657,백현동,분당구,0.2946,0.2384,0.3398,0.2797,0.1988,0.4757,0.0,1.0,0.8612,1.0,0.8,1.0,0.6,0.6908,0.1036,로봇전용,C-보통,0,0.0,0
8930e02693bffff,37.3845,127.0974,41135650,판교동,분당구,0.1369,0.0968,0.1809,0.1276,0.1187,0.1817,0.0,0.9125,0.9743,1.0,0.8,1.0,0.6,0.4217,0.0632,일반,D-낮음,0,0.0,0
8930e153433ffff,37.3949,127.1166,41135657,백현동,분당구,0.2946,0.2384,0.3398,0.2797,0.1988,0.4757,0.0,0.7375,0.868,1.0,0.8,1.0,0.6,0.603,0.0905,로봇전용,C-보통,0,0.0,0
8930e1c9063ffff,37.4154,127.045,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5371,0.0806,일반,D-낮음,0,0.0,0
8930e1c9a2bffff,37.4026,127.1016,41135655,삼평동,분당구,0.6423,0.1843,1.0,0.4466,1.0,0.7125,0.0,0.3,0.9314,1.0,0.8,0.34,0.6,0.4949,0.0742,일반,A-최우선,0,0.0,0
8930e152477ffff,37.4364,127.1385,41131570,수진1동,수정구,0.1591,0.3612,0.0601,0.054,0.0457,0.2456,0.0,0.65,0.5042,1.0,0.8,1.0,0.6,0.5468,0.082,일반,D-낮음,0,0.0,0
8930e153323ffff,37.3688,127.1537,41135510,분당동,분당구,0.1296,0.2834,0.1398,0.0352,0.0552,0.0845,0.0,1.0,0.988,1.0,0.8,1.0,0.6,0.57,0.0855,일반,D-낮음,0,0.0,0
8930e1c8a77ffff,37.4486,127.1212,41131540,태평1동,수정구,0.1997,0.4513,0.151,0.0916,0.0521,0.1865,0.0,1.0,0.9914,1.0,0.8,1.0,0.6,0.581,0.0872,일반,D-낮음,0,0.0,0
8930e152587ffff,37.4549,127.1506,41131600,산성동,수정구,0.0322,0.0594,0.0271,0.05,0.0,0.0129,0.0,0.9125,0.5007,1.0,0.8,0.65,0.6,0.4229,0.0634,일반,E-부적합,0,0.0,0
8930e026833ffff,37.3798,127.0787,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,0.9554,1.0,0.8,1.0,0.6,0.3868,0.058,일반,C-보통,0,0.0,0
8930e1520a3ffff,37.4345,127.1541,41133660,하대원동,중원구,0.1504,0.2175,0.1098,0.0897,0.1161,0.2195,0.0,1.0,0.5029,1.0,0.8,1.0,0.6,0.3746,0.0562,일반,D-낮음,0,0.0,0
8930e026d17ffff,37.4002,127.0752,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,1.0,1.0,0.8,0.4,0.6,0.5442,0.0816,일반,D-낮음,0,0.0,0
8930e1c9923ffff,37.4328,127.1225,41131580,수진2동,수정구,0.1737,0.3194,0.1366,0.1151,0.068,0.1994,0.0,1.0,0.9726,1.0,0.8,1.0,0.6,0.5868,0.088,일반,D-낮음,0,0.0,0
8930e1c9e07ffff,37.4182,127.0793,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,0.9125,0.7086,1.0,0.8,0.4,0.6,0.3981,0.0597,일반,D-낮음,0,0.0,0
8930e15236fffff,37.4075,127.1754,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5417,0.0813,일반,C-보통,0,0.0,0
8930e0249d3ffff,37.3424,127.1148,41135670,구미동,분당구,0.3798,0.4201,0.3347,0.4625,0.3012,0.3673,1.0,0.65,0.9006,1.0,0.8,0.34,0.6,0.6637,0.1808,Hybrid,B-높음,0,0.0,0
8930e15321bffff,37.3597,127.1241,41135570,정자3동,분당구,0.1556,0.155,0.1864,0.2975,0.0387,0.0824,1.0,0.825,0.5646,1.0,0.8,1.0,0.6,0.576,0.2765,Hybrid,D-낮음,0,0.0,0
8930e1cd3d3ffff,37.464,127.1802,41133560,은행2동,중원구,0.1931,0.436,0.122,0.1345,0.032,0.1761,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5744,0.0862,일반,D-낮음,0,0.0,0
8930e1c9b3bffff,37.4119,127.1181,41135620,야탑1동,분당구,0.4302,0.2596,0.3922,0.554,0.4649,0.5538,0.0,1.0,0.9109,1.0,0.8,1.0,0.6,0.4836,0.0725,일반,B-높음,0,0.0,0
8930e1c896fffff,37.4714,127.1441,41131625,위례동,수정구,0.4708,0.525,0.4066,0.443,0.359,0.6523,0.0,0.3,0.772,1.0,0.8,1.0,0.6,0.6243,0.0936,로봇전용,B-높음,0,0.0,0
8930e026c0fffff,37.3881,127.0584,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,0.976,1.0,0.8,1.0,0.6,0.4055,0.0608,일반,C-보통,0,0.0,0
8930e1c9337ffff,37.4128,127.0657,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,1.0,1.0,0.8,0.4,0.6,0.5498,0.0825,일반,D-낮음,0,0.0,0
8930e1c9173ffff,37.4248,127.0615,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5533,0.083,일반,D-낮음,0,0.0,0
8930e1c981bffff,37.4237,127.0928,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.9623,1.0,0.8,1.0,0.6,0.3726,0.0559,일반,D-낮음,0,0.0,0
8930e152267ffff,37.4027,127.1566,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,1.0,0.9314,1.0,0.8,1.0,0.6,0.4627,0.0694,일반,C-보통,0,0.0,0
8930e024dafffff,37.3582,127.1135,41135570,정자3동,분당구,0.1556,0.155,0.1864,0.2975,0.0387,0.0824,1.0,0.3875,0.9829,1.0,0.8,1.0,0.6,0.6719,0.2562,Hybrid,D-낮음,0,0.0,0
8930e1cd20fffff,37.4533,127.1741,41133540,금광2동,중원구,0.2496,0.5099,0.1945,0.1227,0.0488,0.3262,0.0,1.0,0.9811,1.0,0.8,1.0,0.6,0.5294,0.0794,일반,C-보통,0,0.0,0
8930e153113ffff,37.3899,127.145,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.474,0.0711,일반,A-최우선,0,0.0,0
8930e1cd2cbffff,37.4518,127.1634,41133550,은행1동,중원구,0.037,0.1425,0.0,0.0031,0.0038,0.0,0.0,0.65,0.7103,1.0,0.8,1.0,0.6,0.5207,0.0781,일반,E-부적합,0,0.0,0
8930e1c8867ffff,37.4667,127.1253,41131620,복정동,수정구,0.229,0.3984,0.1664,0.117,0.2038,0.2129,0.0,1.0,0.8543,1.0,0.8,1.0,0.6,0.6359,0.0954,로봇전용,C-보통,0,0.0,0
8930e026b07ffff,37.3665,127.0933,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,0.0,1.0,0.9897,1.0,0.8,0.65,0.6,0.5673,0.0851,로봇전용,C-보통,0,0.0,0
8930e1c922fffff,37.4007,127.049,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.0,부적합,C-보통,0,0.0,0
8930e15353bffff,37.3997,127.1354,41135600,이매1동,분당구,0.141,0.1453,0.2138,0.1033,0.1127,0.1246,0.0,0.825,0.8612,1.0,0.8,1.0,0.6,0.4439,0.0666,일반,D-낮음,0,0.0,0
8930e152643ffff,37.4134,127.1287,41135620,야탑1동,분당구,0.4302,0.2596,0.3922,0.554,0.4649,0.5538,0.0,0.475,0.856,1.0,0.8,1.0,0.6,0.6048,0.0907,로봇전용,B-높음,0,0.0,0
8930e153057ffff,37.3767,127.1256,41135530,수내2동,분당구,0.0328,0.0,0.0199,0.0527,0.0295,0.0825,0.0,1.0,0.9709,1.0,0.8,1.0,0.6,0.6507,0.0976,일반,E-부적합,0,0.0,0
8930e15300bffff,37.3778,127.1283,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,0.7375,0.8543,1.0,0.8,1.0,0.6,0.6484,0.0973,로봇전용,A-최우선,0,0.0,0
8930e024ca7ffff,37.3535,127.0948,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,1.0,1.0,0.9983,1.0,0.8,0.65,0.6,0.5523,0.3476,Hybrid,C-보통,0,0.0,0
8930e152057ffff,37.4238,127.1479,41133660,하대원동,중원구,0.1504,0.2175,0.1098,0.0897,0.1161,0.2195,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.3792,0.0569,일반,D-낮음,0,0.0,0
8930e15268fffff,37.4247,127.1296,41133660,하대원동,중원구,0.1504,0.2175,0.1098,0.0897,0.1161,0.2195,0.0,1.0,0.976,1.0,0.8,1.0,0.6,0.5496,0.0824,일반,D-낮음,0,0.0,0
8930e15253bffff,37.4468,127.1577,41133540,금광2동,중원구,0.2496,0.5099,0.1945,0.1227,0.0488,0.3262,0.0,0.825,0.5025,1.0,0.8,1.0,0.6,0.494,0.0741,일반,C-보통,0,0.0,0
8930e1521abffff,37.4392,127.1728,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,0.3,0.9537,1.0,0.8,0.4,0.6,0.471,0.0707,일반,A-최우선,0,0.0,0
8930e1c8b3bffff,37.459,127.1404,41131620,복정동,수정구,0.229,0.3984,0.1664,0.117,0.2038,0.2129,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.3863,0.0579,일반,C-보통,0,0.0,0
8930e026ddbffff,37.3959,127.0643,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,0.9125,1.0,1.0,0.8,1.0,0.6,0.0,0.0,부적합,C-보통,0,0.0,0
8930e1506dbffff,37.3745,127.1542,41135510,분당동,분당구,0.1296,0.2834,0.1398,0.0352,0.0552,0.0845,0.0,1.0,0.9863,1.0,0.8,1.0,0.6,0.5658,0.0849,일반,D-낮음,0,0.0,0
8930e1c9ecbffff,37.4139,127.0685,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,1.0,1.0,0.8,0.4,0.6,0.5498,0.0825,일반,D-낮음,0,0.0,0
8930e152433ffff,37.4421,127.139,41131510,신흥1동,수정구,0.1696,0.4195,0.0429,0.0745,0.0217,0.2461,0.0,0.825,0.5012,1.0,0.8,1.0,0.6,0.5809,0.0871,일반,D-낮음,0,0.0,0
8930e1c8a33ffff,37.4543,127.1216,41131540,태평1동,수정구,0.1997,0.4513,0.151,0.0916,0.0521,0.1865,0.0,1.0,0.9794,1.0,0.8,1.0,0.6,0.4227,0.0634,일반,D-낮음,0,0.0,0
8930e026cd3ffff,37.3911,127.0456,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.3748,0.0562,일반,C-보통,0,0.0,0
8930e1c9c43ffff,37.4302,127.0751,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.9143,1.0,0.8,1.0,0.6,0.3609,0.0541,일반,D-낮음,0,0.0,0
8930e1c9dc3ffff,37.4441,127.0893,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5574,0.0836,일반,D-낮음,0,0.0,0
8930e15232bffff,37.4131,127.1759,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5577,0.0837,로봇전용,C-보통,0,0.0,0
8930e02498fffff,37.3456,127.123,41135670,구미동,분당구,0.3798,0.4201,0.3347,0.4625,0.3012,0.3673,1.0,0.7375,0.9554,1.0,0.8,0.34,0.6,0.6778,0.1994,Hybrid,B-높음,0,0.0,0
8930e1c927bffff,37.3946,127.0407,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,0.988,1.0,0.8,1.0,0.6,0.4503,0.0675,일반,C-보통,0,0.0,0
8930e026b53ffff,37.3604,127.0849,41135665,구미1동,분당구,0.2718,0.208,0.2213,0.3151,0.3578,0.2731,1.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5542,0.4911,Hybrid,C-보통,1,3.0,0
8930e150453ffff,37.3907,127.1608,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,1.0,0.9897,1.0,0.8,1.0,0.6,0.5504,0.0826,로봇전용,A-최우선,0,0.0,0
8930e1531d7ffff,37.3906,127.1399,41135600,이매1동,분당구,0.141,0.1453,0.2138,0.1033,0.1127,0.1246,0.0,0.9125,0.9023,1.0,0.8,1.0,0.6,0.5197,0.078,일반,D-낮음,0,0.0,0
8930e1536bbffff,37.3787,127.11,41135520,수내1동,분당구,0.4597,0.2856,0.276,0.8209,0.4778,0.489,0.0,0.7375,0.9726,1.0,0.8,1.0,0.6,0.7635,0.1145,로봇전용,B-높음,0,0.0,0
8930e026bcbffff,37.3622,127.0825,41135665,구미1동,분당구,0.2718,0.208,0.2213,0.3151,0.3578,0.2731,1.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5542,0.4911,Hybrid,C-보통,0,0.0,0
8930e1504cbffff,37.3925,127.1584,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,0.65,0.9657,1.0,0.8,1.0,0.6,0.4551,0.0683,일반,A-최우선,0,0.0,0
8930e152223ffff,37.4084,127.1571,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,1.0,0.9914,1.0,0.8,1.0,0.6,0.567,0.085,로봇전용,C-보통,0,0.0,0
8930e024887ffff,37.3409,127.1042,41135670,구미동,분당구,0.3798,0.4201,0.3347,0.4625,0.3012,0.3673,1.0,0.65,0.9109,1.0,0.8,0.34,0.6,0.5049,0.1579,Hybrid,B-높음,0,0.0,0
8930e1530cfffff,37.3784,127.1231,41135530,수내2동,분당구,0.0328,0.0,0.0199,0.0527,0.0295,0.0825,0.0,1.0,0.9914,1.0,0.8,1.0,0.6,0.6484,0.0973,일반,E-부적합,0,0.0,0
8930e153643ffff,37.3663,127.1064,41135550,정자1동,분당구,0.5904,0.5654,0.5316,0.5304,0.6184,0.7529,0.0,0.3,0.8766,1.0,0.8,1.0,0.6,0.7159,0.1074,로봇전용,A-최우선,0,0.0,0
8930e024d6bffff,37.3441,127.1124,41135670,구미동,분당구,0.3798,0.4201,0.3347,0.4625,0.3012,0.3673,1.0,0.65,0.7052,1.0,0.8,0.34,0.6,0.6442,0.1602,Hybrid,B-높음,0,0.0,0
8930e1535b3ffff,37.4088,127.1309,41135630,야탑2동,분당구,0.1277,0.1182,0.0652,0.0929,0.0894,0.3241,0.0,0.5625,0.8097,1.0,0.8,1.0,0.6,0.5823,0.0873,일반,D-낮음,0,0.0,0
8930e1cd287ffff,37.4625,127.1696,41133560,은행2동,중원구,0.1931,0.436,0.122,0.1345,0.032,0.1761,0.0,0.7375,0.5049,1.0,0.8,1.0,0.6,0.5343,0.0801,일반,D-낮음,0,0.0,0
8930e152c7bffff,37.4355,127.1909,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,1.0,1.0,1.0,0.8,0.4,0.6,0.0,0.0,부적합,A-최우선,0,0.0,0
8930e024917ffff,37.3439,127.1254,41135670,구미동,분당구,0.3798,0.4201,0.3347,0.4625,0.3012,0.3673,1.0,0.3,0.8492,1.0,0.8,0.34,0.6,0.5021,0.1107,일반,B-높음,0,0.0,0
8930e1c9bb3ffff,37.421,127.1136,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,0.8509,1.0,0.8,0.4,0.6,0.4189,0.0628,일반,D-낮음,0,0.0,0
8930e15211bffff,37.4342,127.1672,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,0.3,0.7035,1.0,0.8,0.4,0.6,0.5107,0.0766,일반,A-최우선,0,0.0,0
8930e1522b3ffff,37.4164,127.1499,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,0.825,0.8149,1.0,0.8,1.0,0.6,0.507,0.0761,일반,C-보통,0,0.0,0
8930e1534abffff,37.3967,127.1142,41135655,삼평동,분당구,0.6423,0.1843,1.0,0.4466,1.0,0.7125,0.0,0.475,0.8783,1.0,0.8,0.34,0.6,0.6171,0.0926,로봇전용,A-최우선,0,0.0,0
8930e1cd663ffff,37.461,127.1589,41131610,양지동,수정구,0.0625,0.1412,0.0467,0.0414,0.0028,0.0603,0.0,0.9125,0.784,1.0,0.8,1.0,0.6,0.4039,0.0606,일반,E-부적합,0,0.0,0
8930e0269bbffff,37.3909,127.0927,41135650,판교동,분당구,0.1369,0.0968,0.1809,0.1276,0.1187,0.1817,0.0,0.9125,0.7206,1.0,0.8,1.0,0.6,0.5412,0.0812,일반,D-낮음,0,0.0,0
8930e1c9aabffff,37.4089,127.0968,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,0.7375,0.7703,1.0,0.8,0.4,0.6,0.4775,0.0716,일반,D-낮음,0,0.0,0
8930e152013ffff,37.4295,127.1484,41133660,하대원동,중원구,0.1504,0.2175,0.1098,0.0897,0.1161,0.2195,0.0,0.65,0.5612,1.0,0.8,1.0,0.6,0.4427,0.0664,일반,D-낮음,0,0.0,0
8930e1533a3ffff,37.3751,127.149,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,1.0,0.9623,1.0,0.8,1.0,0.6,0.6155,0.0923,로봇전용,A-최우선,0,0.0,0
8930e1cd077ffff,37.4714,127.1782,41133560,은행2동,중원구,0.1931,0.436,0.122,0.1345,0.032,0.1761,0.0,1.0,0.9794,1.0,0.8,1.0,0.6,0.5324,0.0799,일반,D-낮음,0,0.0,0
8930e1c9d4bffff,37.435,127.0938,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.9794,1.0,0.8,1.0,0.6,0.305,0.0458,일반,D-낮음,0,0.0,0
8930e0268b3ffff,37.3861,127.074,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,0.9125,0.7995,1.0,0.8,1.0,0.6,0.5696,0.0854,로봇전용,C-보통,0,0.0,0
8930e1c9867ffff,37.4195,127.103,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,0.9125,0.7429,1.0,0.8,0.4,0.6,0.443,0.0665,일반,D-낮음,0,0.0,0
8930e026d97ffff,37.4065,127.0705,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,0.964,1.0,0.8,0.4,0.6,0.514,0.0771,일반,D-낮음,0,0.0,0
8930e1c9383ffff,37.4159,127.0529,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5434,0.0815,일반,D-낮음,0,0.0,0
8930e026c5bffff,37.382,127.0501,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,0.9983,1.0,0.8,1.0,0.6,0.3276,0.0491,일반,C-보통,0,0.0,0
8930e150697ffff,37.3851,127.1604,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,1.0,0.9657,1.0,0.8,1.0,0.6,0.5111,0.0767,일반,A-최우선,0,0.0,0
8930e1c99a3ffff,37.4391,127.1177,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.0,부적합,D-낮음,0,0.0,0
8930e1c9e87ffff,37.4245,127.0746,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.9486,1.0,0.8,1.0,0.6,0.4643,0.0696,일반,D-낮음,0,0.0,0
8930e15329bffff,37.366,127.1194,41135560,정자2동,분당구,0.1058,0.3037,0.1073,0.0135,0.0158,0.0171,0.0,0.9125,0.8132,1.0,0.8,1.0,0.6,0.5765,0.0865,일반,D-낮음,0,0.0,0
8930e026c8fffff,37.3944,127.0537,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,0.5625,0.976,1.0,0.8,1.0,0.6,0.4297,0.0645,일반,C-보통,0,0.0,0
8930e1c93b7ffff,37.4191,127.061,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.9966,1.0,0.8,1.0,0.6,0.5579,0.0837,일반,D-낮음,0,0.0,0
8930e1c989bffff,37.43,127.0881,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.9897,1.0,0.8,1.0,0.6,0.438,0.0657,일반,D-낮음,0,0.0,0
8930e152cafffff,37.4479,127.1946,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,1.0,1.0,1.0,0.8,0.4,0.6,0.5376,0.0806,일반,A-최우선,0,0.0,0
8930e153193ffff,37.3962,127.1403,41135600,이매1동,분당구,0.141,0.1453,0.2138,0.1033,0.1127,0.1246,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5523,0.0828,일반,D-낮음,0,0.0,0
8930e153677ffff,37.3695,127.1145,41135545,정자동,분당구,0.1949,0.2174,0.2081,0.1436,0.0869,0.3521,0.0,0.9125,0.5303,1.0,0.8,0.3,0.6,0.6593,0.0989,일반,D-낮음,0,0.0,0
8930e1cd34bffff,37.4531,127.1872,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,1.0,1.0,1.0,0.8,0.4,0.6,0.5697,0.0855,로봇전용,A-최우선,0,0.0,0
8930e026b87ffff,37.3728,127.0886,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,0.0,1.0,1.0,1.0,0.8,0.65,0.6,0.5504,0.0826,로봇전용,C-보통,0,0.0,0
8930e150487ffff,37.4031,127.1645,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,1.0,0.9846,1.0,0.8,1.0,0.6,0.4149,0.0622,일반,C-보통,0,0.0,0
8930e1c92afffff,37.407,127.0443,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,1.0,1.0,0.8,0.4,0.6,0.0,0.0,부적합,D-낮음,0,0.0,0
8930e1c9c77ffff,37.4334,127.0832,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,0.9125,0.8783,1.0,0.8,1.0,0.6,0.4393,0.0659,일반,D-낮음,0,0.0,0
8930e1526c3ffff,37.4197,127.124,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,0.825,0.9212,1.0,0.8,1.0,0.6,0.6589,0.0988,로봇전용,C-보통,0,0.0,0
8930e1523bbffff,37.4212,127.1687,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,0.9657,1.0,0.8,1.0,0.6,0.3517,0.0528,일반,C-보통,0,0.0,0
8930e15308bffff,37.3841,127.1236,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,0.3,0.8903,1.0,0.8,1.0,0.6,0.59,0.0885,로봇전용,A-최우선,0,0.0,0
8930e024d27ffff,37.3547,127.1185,41135570,정자3동,분당구,0.1556,0.155,0.1864,0.2975,0.0387,0.0824,1.0,0.7375,0.9434,1.0,0.8,1.0,0.6,0.6655,0.3837,Hybrid,D-낮음,0,0.0,0
8930e15356fffff,37.3923,127.1374,41135600,이매1동,분당구,0.141,0.1453,0.2138,0.1033,0.1127,0.1246,0.0,0.7375,0.9794,1.0,0.8,1.0,0.6,0.5214,0.0782,일반,D-낮음,0,0.0,0
8930e1cd243ffff,37.4484,127.1684,41133540,금광2동,중원구,0.2496,0.5099,0.1945,0.1227,0.0488,0.3262,0.0,0.3,0.7737,1.0,0.8,1.0,0.6,0.4856,0.0728,일반,C-보통,0,0.0,0
8930e1c9b6fffff,37.4045,127.1201,41135610,이매2동,분당구,0.0422,0.0347,0.0328,0.045,0.0482,0.0551,0.0,1.0,0.8303,1.0,0.8,1.0,0.6,0.629,0.0944,일반,E-부적합,0,0.0,0
8930e1520d7ffff,37.4301,127.1432,41133660,하대원동,중원구,0.1504,0.2175,0.1098,0.0897,0.1161,0.2195,0.0,0.825,0.7429,1.0,0.8,1.0,0.6,0.4577,0.0687,일반,D-낮음,0,0.0,0
8930e1525bbffff,37.4532,127.153,41131600,산성동,수정구,0.0322,0.0594,0.0271,0.05,0.0,0.0129,0.0,0.9125,0.5006,1.0,0.8,0.65,0.6,0.5054,0.0758,일반,E-부적합,0,0.0,0
8930e1c9e53ffff,37.4122,127.0709,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,1.0,1.0,0.8,0.4,0.6,0.5498,0.0825,일반,D-낮음,0,0.0,0
8930e153467ffff,37.3876,127.1186,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,0.65,0.9417,1.0,0.8,1.0,0.6,0.6578,0.0987,로봇전용,A-최우선,0,0.0,0
8930e1c996fffff,37.4243,127.1217,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,0.9674,1.0,0.8,1.0,0.6,0.4276,0.0641,일반,C-보통,0,0.0,0
8930e1c8bbbffff,37.4654,127.1357,41131625,위례동,수정구,0.4708,0.525,0.4066,0.443,0.359,0.6523,0.0,0.9125,0.9314,1.0,0.8,1.0,0.6,0.4744,0.0712,일반,B-높음,0,0.0,0
8930e026d63ffff,37.3911,127.0796,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,0.7375,0.6812,1.0,0.8,1.0,0.6,0.5136,0.077,일반,C-보통,0,0.0,0
8930e026977ffff,37.3817,127.0972,41135650,판교동,분당구,0.1369,0.0968,0.1809,0.1276,0.1187,0.1817,0.0,1.0,0.9246,1.0,0.8,1.0,0.6,0.4133,0.062,일반,D-낮음,0,0.0,0
8930e1c9a67ffff,37.3998,127.1013,41135655,삼평동,분당구,0.6423,0.1843,1.0,0.4466,1.0,0.7125,0.0,0.3,0.9709,1.0,0.8,0.34,0.6,0.5835,0.0875,로봇전용,A-최우선,0,0.0,0
8930e1524b3ffff,37.4484,127.1343,41131550,태평2동,수정구,0.1467,0.3504,0.076,0.057,0.0431,0.1592,0.0,1.0,0.5,1.0,0.8,1.0,0.6,0.6135,0.092,일반,D-낮음,0,0.0,0
